day,year,mo,da,pickup_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
5,2010,02,26,2010-02-26,37.4,34.8,9999.9,7.5,15.5,26.0,39.0,50.0,32.0,99.99,999.9,0,345409
6,2010,02,27,2010-02-27,33.0,30.3,9999.9,8.4,7.5,14.0,22.0,37.4,32.0,99.99,999.9,0,485248
7,2010,02,28,2010-02-28,32.9,29.7,9999.9,6.3,4.2,12.0,18.1,37.4,28.4,0.0,999.9,1,433137
1,2010,03,01,2010-03-01,35.5,31.2,9999.9,5.8,14.6,22.0,35.0,42.8,32.0,99.99,999.9,0,197862
2,2010,03,02,2010-03-02,38.2,29.4,9999.9,10.0,8.2,14.0,22.0,41.0,32.0,99.99,999.9,0,215065
3,2010,03,03,2010-03-03,33.2,31.5,9999.9,6.3,11.9,25.1,34.0,35.6,32.0,99.99,999.9,0,232253
4,2010,03,04,2010-03-04,32.1,32.0,9999.9,2.3,15.7,26.0,33.0,35.1,32.0,99.99,999.9,0,235769
5,2010,03,05,2010-03-05,32.7,28.3,9999.9,4.8,13.3,25.1,31.1,35.6,32.0,99.99,999.9,0,249954
6,2010,03,06,2010-03-06,36.5,18.6,9999.9,10.0,7.3,13.0,20.0,50.0,23.0,0.0,999.9,0,243657
7,2010,03,07,2010-03-07,38.5,21.2,9999.9,10.0,7.1,14.0,17.1,50.0,26.6,0.0,999.9,0,208340
1,2010,03,08,2010-03-08,41.1,28.2,9999.9,10.0,7.9,16.9,20.0,55.4,32.0,0.0,999.9,0,424701
2,2010,03,09,2010-03-09,41.8,23.0,9999.9,10.0,7.1,15.0,22.0,50.0,30.2,0.0,999.9,0,452713
3,2010,03,10,2010-03-10,35.4,22.5,9999.9,10.0,3.3,9.9,14.0,48.2,23.0,0.0,999.9,0,475205
4,2010,03,11,2010-03-11,37.0,29.4,9999.9,9.8,4.7,14.0,18.1,48.2,28.4,99.99,999.9,0,508231
5,2010,03,12,2010-03-12,42.4,30.8,9999.9,10.0,8.2,14.0,15.9,48.2,37.4,0.0,999.9,0,534219
6,2010,03,13,2010-03-13,40.7,34.3,9999.9,6.8,14.9,25.1,41.0,44.6,37.4,99.99,999.9,0,559484
7,2010,03,14,2010-03-14,46.7,45.6,9999.9,2.8,23.5,34.0,51.1,48.2,44.6,99.99,999.9,0,406405
1,2010,03,15,2010-03-15,43.0,41.8,9999.9,3.2,16.8,22.9,33.0,46.4,39.2,99.99,999.9,1,434960
2,2010,03,16,2010-03-16,39.7,31.5,9999.9,8.7,15.5,21.0,34.0,41.0,35.6,99.99,999.9,0,456260
3,2010,03,17,2010-03-17,39.7,24.6,9999.9,10.0,5.3,13.0,18.1,59.0,24.8,0.0,999.9,0,472189
4,2010,03,18,2010-03-18,46.7,31.9,9999.9,10.0,9.2,20.0,25.1,62.6,35.6,0.0,999.9,0,514211
5,2010,03,19,2010-03-19,48.4,32.5,9999.9,10.0,5.4,17.1,21.0,66.2,32.0,0.0,999.9,0,512212
6,2010,03,20,2010-03-20,49.4,35.0,9999.9,10.0,5.7,17.1,22.9,68.0,35.6,0.0,999.9,0,508237
7,2010,03,21,2010-03-21,48.6,38.2,9999.9,10.0,7.5,15.0,20.0,55.4,39.2,0.0,999.9,0,437727
1,2010,03,22,2010-03-22,44.9,43.1,9999.9,7.2,2.8,8.0,999.9,55.4,37.4,99.99,999.9,1,428824
2,2010,03,23,2010-03-23,48.2,47.5,9999.9,2.3,9.0,20.0,27.0,53.6,42.8,99.99,999.9,0,443424
3,2010,03,24,2010-03-24,44.5,36.6,9999.9,6.8,14.0,21.0,28.0,53.6,39.2,99.99,999.9,0,454165
4,2010,03,25,2010-03-25,46.5,27.4,9999.9,10.0,10.0,22.9,28.9,59.0,32.0,0.0,999.9,0,481433
5,2010,03,26,2010-03-26,42.4,36.0,9999.9,7.3,15.2,24.1,35.0,53.6,32.0,99.99,999.9,0,526136
6,2010,03,27,2010-03-27,30.9,12.9,9999.9,10.0,11.3,17.1,24.1,32.0,26.6,0.0,999.9,0,510620
7,2010,03,28,2010-03-28,31.6,23.7,9999.9,10.0,6.3,15.9,21.0,44.6,19.4,0.0,999.9,0,437783
1,2010,03,29,2010-03-29,47.1,44.7,9999.9,6.3,16.8,24.1,33.0,50.0,39.2,99.99,999.9,0,408067
2,2010,03,30,2010-03-30,50.7,50.2,9999.9,2.6,16.2,28.9,38.1,53.6,48.2,99.99,999.9,1,457212
3,2010,03,31,2010-03-31,44.9,41.9,9999.9,8.2,9.0,14.0,19.0,50.0,41.0,99.99,999.9,0,451361
4,2010,04,01,2010-04-01,47.1,41.7,9999.9,10.0,10.3,17.1,24.1,53.6,41.0,0.0,999.9,0,510659
5,2010,04,02,2010-04-02,46.1,40.4,9999.9,9.9,3.1,8.9,999.9,62.6,32.0,0.0,999.9,1,515360
6,2010,04,03,2010-04-03,48.0,42.7,9999.9,7.7,5.6,14.0,17.1,64.4,35.6,99.99,999.9,1,495758
7,2010,04,04,2010-04-04,51.0,46.3,9999.9,5.2,8.9,14.0,19.0,68.0,42.8,0.0,999.9,1,404242
1,2010,04,05,2010-04-05,55.0,37.4,9999.9,10.0,7.5,15.9,24.1,66.2,41.0,0.0,999.9,0,420822
2,2010,04,06,2010-04-06,56.2,44.2,9999.9,8.8,7.3,14.0,17.1,68.0,42.8,99.99,999.9,1,473454
3,2010,04,07,2010-04-07,59.1,47.8,9999.9,7.4,9.8,21.0,27.0,80.6,46.0,99.99,999.9,1,509071
4,2010,04,08,2010-04-08,55.7,47.7,9999.9,9.8,7.0,15.0,21.0,62.6,48.2,0.0,999.9,0,531731
5,2010,04,09,2010-04-09,55.3,54.5,9999.9,3.5,12.8,24.1,35.9,57.2,51.8,99.99,999.9,1,567817
6,2010,04,10,2010-04-10,45.6,30.7,9999.9,9.5,15.1,22.0,29.9,55.4,39.2,99.99,999.9,0,542110
7,2010,04,11,2010-04-11,51.8,39.1,9999.9,10.0,14.6,20.0,27.0,62.6,44.6,0.0,999.9,0,449570
1,2010,04,12,2010-04-12,47.9,35.0,9999.9,10.0,4.6,13.0,24.1,59.0,35.6,0.0,999.9,0,441135
2,2010,04,13,2010-04-13,43.6,31.2,9999.9,10.0,5.2,12.0,15.0,53.6,32.0,0.0,999.9,0,492310
3,2010,04,14,2010-04-14,44.8,29.3,9999.9,10.0,5.6,18.1,21.0,60.8,32.0,0.0,999.9,0,503936
4,2010,04,15,2010-04-15,48.4,30.4,9999.9,10.0,10.9,19.0,27.0,57.2,39.2,0.0,999.9,0,537625
5,2010,04,16,2010-04-16,40.8,35.5,9999.9,9.6,5.6,13.0,15.0,44.6,37.4,99.99,999.9,0,576664
6,2010,04,17,2010-04-17,40.0,38.2,9999.9,5.1,7.9,14.0,19.0,41.0,39.2,99.99,999.9,0,539234
7,2010,04,18,2010-04-18,41.4,37.6,9999.9,9.7,4.3,14.0,17.1,50.0,37.4,99.99,999.9,0,461085
1,2010,04,19,2010-04-19,45.6,36.6,9999.9,9.6,6.0,14.0,21.0,55.4,35.6,0.0,999.9,0,451630
2,2010,04,20,2010-04-20,51.0,38.5,9999.9,10.0,7.3,15.0,21.0,62.6,41.0,99.99,999.9,0,495674
3,2010,04,21,2010-04-21,52.4,36.7,9999.9,10.0,5.5,14.0,21.0,68.0,35.6,0.0,999.9,0,518621
4,2010,04,22,2010-04-22,54.4,44.4,9999.9,10.0,9.1,17.1,22.9,64.4,46.4,99.99,999.9,0,529447
5,2010,04,23,2010-04-23,50.2,44.2,9999.9,9.0,7.7,15.0,21.0,57.2,39.2,99.99,999.9,1,551788
6,2010,04,24,2010-04-24,49.2,34.0,9999.9,10.0,7.1,15.0,22.0,60.8,37.4,99.99,999.9,0,533578
7,2010,04,25,2010-04-25,49.9,40.6,9999.9,9.3,9.7,19.0,22.9,53.6,46.4,99.99,999.9,0,484002
1,2010,04,26,2010-04-26,48.1,45.1,9999.9,8.9,9.4,15.9,20.0,53.6,46.4,99.99,999.9,0,487847
2,2010,04,27,2010-04-27,46.9,44.6,9999.9,8.1,7.9,15.0,20.0,48.2,42.8,99.99,999.9,0,507853
3,2010,04,28,2010-04-28,41.7,33.4,9999.9,9.4,12.8,24.1,32.1,48.2,35.6,99.99,999.9,0,526081
4,2010,04,29,2010-04-29,48.9,25.8,9999.9,10.0,14.9,22.9,36.9,62.6,41.0,99.99,999.9,0,533131
5,2010,04,30,2010-04-30,52.9,28.5,9999.9,10.0,10.0,17.1,22.0,66.2,37.4,0.0,999.9,0,552755
6,2010,05,01,2010-05-01,60.1,38.6,9999.9,10.0,4.2,12.0,14.0,73.4,50.0,99.99,999.9,0,544422
7,2010,05,02,2010-05-02,60.9,53.8,9999.9,9.8,8.5,15.0,19.0,75.2,51.8,99.99,999.9,0,461661
1,2010,05,03,2010-05-03,60.6,58.5,9999.9,7.8,13.6,28.0,41.0,71.6,57.2,99.99,999.9,0,468707
2,2010,05,04,2010-05-04,63.9,49.8,9999.9,10.0,8.6,19.0,26.0,77.0,51.8,99.99,999.9,0,496771
3,2010,05,05,2010-05-05,61.9,43.7,9999.9,10.0,11.6,18.1,27.0,75.2,53.6,99.99,999.9,0,528082
4,2010,05,06,2010-05-06,57.9,52.6,9999.9,8.7,13.4,21.0,28.9,64.4,53.6,99.99,999.9,1,552370
5,2010,05,07,2010-05-07,57.8,39.7,9999.9,10.0,10.8,20.0,28.9,66.2,50.0,0.0,999.9,0,545691
6,2010,05,08,2010-05-08,54.3,50.8,9999.9,6.7,10.2,17.1,22.9,59.0,50.0,99.99,999.9,1,543307
7,2010,05,09,2010-05-09,49.0,33.6,9999.9,9.6,14.8,22.9,29.9,53.6,42.8,0.0,999.9,1,468081
1,2010,05,10,2010-05-10,44.8,28.6,9999.9,10.0,9.2,18.1,22.9,51.8,39.2,0.0,999.9,0,474256
2,2010,05,11,2010-05-11,42.8,28.4,9999.9,10.0,5.8,15.9,20.0,53.6,28.4,0.0,999.9,0,512233
3,2010,05,12,2010-05-12,46.6,35.8,9999.9,10.0,5.8,9.9,999.9,51.8,42.8,0.0,999.9,0,541377
4,2010,05,13,2010-05-13,46.7,33.9,9999.9,9.5,6.0,15.9,20.0,60.8,32.0,99.99,999.9,0,536206
5,2010,05,14,2010-05-14,53.1,47.6,9999.9,9.9,9.7,15.0,19.0,62.6,48.2,99.99,999.9,0,570623
6,2010,05,15,2010-05-15,60.6,48.5,9999.9,8.4,10.2,20.0,26.0,71.6,53.6,99.99,999.9,0,550161
7,2010,05,16,2010-05-16,58.6,44.6,9999.9,10.0,5.5,14.0,17.1,68.0,48.2,99.99,999.9,0,473295
1,2010,05,17,2010-05-17,56.5,35.8,9999.9,10.0,6.8,15.9,19.0,68.0,42.8,99.99,999.9,0,482229
2,2010,05,18,2010-05-18,51.4,44.1,9999.9,9.8,5.1,12.0,15.0,57.2,44.6,99.99,999.9,0,526103
3,2010,05,19,2010-05-19,52.4,51.1,9999.9,2.3,9.6,18.1,28.0,60.1,48.2,99.99,999.9,0,523461
4,2010,05,20,2010-05-20,59.7,52.4,9999.9,9.1,7.6,15.0,999.9,69.8,50.0,0.0,999.9,0,539039
5,2010,05,21,2010-05-21,61.7,47.9,9999.9,10.0,7.0,15.0,18.1,68.0,53.6,99.99,999.9,0,561154
6,2010,05,22,2010-05-22,62.0,52.1,9999.9,10.0,9.3,13.0,15.9,68.0,51.8,0.0,999.9,0,532922
7,2010,05,23,2010-05-23,64.7,59.4,9999.9,9.3,7.2,12.0,999.9,71.6,53.1,0.0,999.9,1,445304
1,2010,05,24,2010-05-24,63.4,57.9,9999.9,6.3,5.8,12.0,18.1,75.2,33.8,0.0,999.9,1,467651
2,2010,05,25,2010-05-25,65.4,59.5,9999.9,10.0,7.6,15.9,20.0,78.8,57.2,0.0,999.9,1,503947
3,2010,05,26,2010-05-26,76.9,63.0,9999.9,10.0,7.5,13.0,15.9,89.6,57.9,99.99,999.9,0,525366
4,2010,05,27,2010-05-27,61.6,55.6,9999.9,9.8,8.4,13.0,17.1,73.4,55.4,99.99,999.9,0,531817
5,2010,05,28,2010-05-28,59.4,48.9,9999.9,10.0,6.0,12.0,15.9,68.0,46.4,0.0,999.9,0,499459
6,2010,05,29,2010-05-29,60.1,54.4,9999.9,10.0,10.1,20.0,28.0,71.6,51.8,99.99,999.9,0,409711
7,2010,05,30,2010-05-30,66.5,57.0,9999.9,7.6,9.0,15.9,22.0,78.8,59.0,0.0,999.9,1,355716
1,2010,05,31,2010-05-31,65.6,48.1,9999.9,8.0,6.8,14.0,15.0,73.4,59.0,99.99,999.9,0,310229
2,2010,06,01,2010-06-01,65.3,59.5,9999.9,8.9,13.0,21.0,31.1,75.2,55.4,99.99,999.9,0,433681
3,2010,06,02,2010-06-02,63.3,61.7,9999.9,4.3,7.1,13.0,19.0,69.8,57.2,99.99,999.9,1,474038
4,2010,06,03,2010-06-03,62.1,61.2,9999.9,2.9,9.3,17.1,25.1,69.8,55.4,0.0,999.9,1,506735
5,2010,06,04,2010-06-04,66.7,62.9,9999.9,4.9,6.2,11.1,14.0,77.0,59.0,99.99,999.9,1,516573
6,2010,06,05,2010-06-05,65.4,63.9,9999.9,4.4,7.8,14.0,18.1,73.4,60.8,99.99,999.9,1,497157
7,2010,06,06,2010-06-06,70.2,65.4,9999.9,6.8,11.5,26.0,36.9,80.6,64.4,0.0,999.9,1,447969
1,2010,06,07,2010-06-07,63.0,50.5,9999.9,9.3,8.6,17.1,26.0,71.6,51.8,99.99,999.9,0,465654
2,2010,06,08,2010-06-08,59.7,45.6,9999.9,10.0,6.3,20.0,25.1,68.0,48.2,99.99,999.9,0,504854
3,2010,06,09,2010-06-09,58.1,47.0,9999.9,9.2,4.9,12.0,18.1,68.0,48.2,99.99,999.9,0,532750
4,2010,06,10,2010-06-10,55.2,53.2,9999.9,5.7,8.7,15.9,22.0,57.2,51.8,99.99,999.9,0,527746
5,2010,06,11,2010-06-11,58.8,52.2,9999.9,9.0,6.0,12.0,21.0,68.0,53.6,99.99,999.9,0,540940
6,2010,06,12,2010-06-12,59.8,54.6,9999.9,9.2,7.6,12.0,18.1,68.0,51.8,99.99,999.9,0,508356
7,2010,06,13,2010-06-13,61.9,60.3,9999.9,6.8,6.6,11.1,15.9,66.2,59.0,99.99,999.9,0,410888
1,2010,06,14,2010-06-14,60.5,58.4,9999.9,5.5,5.7,9.9,14.0,69.8,57.2,0.0,999.9,1,452676
2,2010,06,15,2010-06-15,63.8,55.3,9999.9,9.5,7.0,15.0,19.0,71.6,55.4,99.99,999.9,0,494131
3,2010,06,16,2010-06-16,62.7,55.2,9999.9,9.9,7.1,15.9,22.0,73.4,53.6,99.99,999.9,0,516317
4,2010,06,17,2010-06-17,66.4,61.7,9999.9,6.5,10.1,15.0,21.0,73.4,59.0,99.99,999.9,1,532605
5,2010,06,18,2010-06-18,67.0,57.6,9999.9,10.0,5.3,13.0,15.9,82.4,55.4,99.99,999.9,0,540185
6,2010,06,19,2010-06-19,68.4,58.6,9999.9,10.0,7.3,17.1,22.0,77.0,57.2,0.0,999.9,0,494356
7,2010,06,20,2010-06-20,68.7,65.3,9999.9,8.3,11.1,19.0,25.1,75.2,64.4,0.0,999.9,1,431055
1,2010,06,21,2010-06-21,72.5,64.6,9999.9,5.3,5.4,11.1,17.1,82.4,64.4,99.99,999.9,1,457086
2,2010,06,22,2010-06-22,70.8,61.6,9999.9,10.0,5.4,8.9,14.0,80.6,64.4,99.99,999.9,0,501250
3,2010,06,23,2010-06-23,72.6,67.8,9999.9,7.3,8.4,13.0,17.1,82.4,66.2,99.99,999.9,1,524328
4,2010,06,24,2010-06-24,72.9,67.1,9999.9,8.4,9.0,22.0,28.0,82.4,64.4,99.99,999.9,0,546239
5,2010,06,25,2010-06-25,70.9,60.7,9999.9,10.0,6.3,11.1,15.0,77.0,62.6,99.99,999.9,0,541371
6,2010,06,26,2010-06-26,69.9,63.4,9999.9,10.0,7.9,15.0,19.0,80.6,62.6,99.99,999.9,0,515068
7,2010,06,27,2010-06-27,70.7,67.1,9999.9,8.3,5.0,11.1,15.9,78.8,64.4,99.99,999.9,1,442750
1,2010,06,28,2010-06-28,76.1,72.3,9999.9,4.8,14.0,24.1,31.1,82.4,71.6,99.99,999.9,1,476576
2,2010,06,29,2010-06-29,76.2,70.5,9999.9,6.7,9.4,15.9,20.0,84.2,69.8,99.99,999.9,1,496467
3,2010,06,30,2010-06-30,68.7,53.4,9999.9,10.0,8.3,18.1,24.1,73.4,59.0,99.99,999.9,0,495327
4,2010,07,01,2010-07-01,64.0,49.5,9999.9,10.0,8.6,15.0,22.9,73.4,51.8,99.99,999.9,0,493201
5,2010,07,02,2010-07-02,64.1,47.7,9999.9,10.0,7.3,15.0,20.0,73.4,53.6,0.0,999.9,0,446040
6,2010,07,03,2010-07-03,67.9,54.7,9999.9,10.0,7.0,18.1,22.0,80.6,55.4,0.0,999.9,0,351487
7,2010,07,04,2010-07-04,74.3,61.3,9999.9,10.0,8.5,14.0,18.1,87.8,64.4,99.99,999.9,0,303313
1,2010,07,05,2010-07-05,76.5,62.5,9999.9,9.6,4.8,8.0,999.9,86.0,64.4,99.99,999.9,0,316785
2,2010,07,06,2010-07-06,80.1,66.3,9999.9,10.0,4.9,13.0,19.0,91.4,68.0,99.99,999.9,0,455568
3,2010,07,07,2010-07-07,78.3,71.1,9999.9,8.1,4.2,12.0,999.9,89.6,71.6,99.99,999.9,0,492915
4,2010,07,08,2010-07-08,74.3,69.5,9999.9,9.1,8.4,14.0,17.1,80.6,64.9,0.0,999.9,1,507550
5,2010,07,09,2010-07-09,75.7,71.1,9999.9,9.2,7.6,13.0,17.1,84.2,69.8,99.99,999.9,1,508297
6,2010,07,10,2010-07-10,75.7,72.1,9999.9,8.5,7.6,12.0,18.1,82.4,71.6,99.99,999.9,0,463176
7,2010,07,11,2010-07-11,71.9,67.4,9999.9,9.8,5.4,12.0,15.9,80.6,66.2,99.99,999.9,0,439969
1,2010,07,12,2010-07-12,75.8,69.1,9999.9,9.3,6.9,15.0,19.0,84.2,68.0,0.0,999.9,0,459276
2,2010,07,13,2010-07-13,76.4,71.8,9999.9,9.9,8.4,14.0,17.1,84.2,71.6,99.99,999.9,0,522877
3,2010,07,14,2010-07-14,73.6,71.9,9999.9,5.4,7.9,13.0,17.1,78.8,68.0,99.99,999.9,0,548511
4,2010,07,15,2010-07-15,70.3,68.2,9999.9,8.3,8.6,14.0,18.1,77.0,68.0,99.99,999.9,1,555926
5,2010,07,16,2010-07-16,72.5,68.9,9999.9,7.9,8.4,18.1,26.0,80.6,68.0,0.0,999.9,0,571536
6,2010,07,17,2010-07-17,78.2,69.0,9999.9,7.2,10.2,18.1,24.1,86.0,71.6,99.99,999.9,1,522006
7,2010,07,18,2010-07-18,77.9,69.9,9999.9,8.4,10.8,15.9,21.0,86.0,69.8,99.99,999.9,0,431035
1,2010,07,19,2010-07-19,72.4,66.0,9999.9,9.0,4.6,15.0,33.0,84.2,62.6,99.99,999.9,0,434331
2,2010,07,20,2010-07-20,74.2,69.9,9999.9,7.6,6.5,14.0,18.1,78.8,71.6,99.99,999.9,1,465401
3,2010,07,21,2010-07-21,74.3,69.7,9999.9,7.3,5.6,20.0,28.0,84.2,68.0,99.99,999.9,1,488716
4,2010,07,22,2010-07-22,75.5,64.0,9999.9,8.9,11.5,19.0,24.1,84.2,68.0,99.99,999.9,0,495318
5,2010,07,23,2010-07-23,70.5,62.1,9999.9,9.4,6.1,13.0,18.1,77.0,62.6,99.99,999.9,0,506913
6,2010,07,24,2010-07-24,74.5,71.8,9999.9,5.1,4.9,12.0,17.1,86.0,66.2,99.99,999.9,1,476456
7,2010,07,25,2010-07-25,77.2,72.0,9999.9,6.0,8.4,17.1,22.9,86.0,71.6,99.99,999.9,1,425807
1,2010,07,26,2010-07-26,73.0,57.5,9999.9,10.0,9.4,15.9,22.0,82.4,59.0,99.99,999.9,0,478563
2,2010,07,27,2010-07-27,72.1,57.8,9999.9,10.0,7.6,17.1,21.0,82.4,60.8,0.0,999.9,0,485574
3,2010,07,28,2010-07-28,75.8,66.8,9999.9,10.0,10.9,20.0,29.9,82.4,66.2,0.0,999.9,0,495848
4,2010,07,29,2010-07-29,75.7,71.7,9999.9,8.6,14.7,21.0,29.9,80.6,73.4,99.99,999.9,0,525544
5,2010,07,30,2010-07-30,69.7,55.6,9999.9,9.5,6.6,15.0,20.0,75.2,59.0,99.99,999.9,0,518741
6,2010,07,31,2010-07-31,66.5,56.1,9999.9,10.0,5.3,9.9,14.0,75.2,57.2,0.0,999.9,0,469839
7,2010,08,01,2010-08-01,64.9,53.4,9999.9,10.0,5.0,12.0,14.0,79.0,53.6,0.0,999.9,0,393123
1,2010,08,02,2010-08-02,65.3,53.9,9999.9,10.0,4.2,12.0,15.9,82.9,51.8,0.0,999.9,0,213012
2,2010,08,03,2010-08-03,71.5,62.5,9999.9,10.0,12.3,22.0,34.0,82.9,64.4,0.0,999.9,0,237940
3,2010,08,04,2010-08-04,75.1,69.3,9999.9,10.0,15.2,21.0,28.0,91.0,69.1,0.0,999.9,0,253133
4,2010,08,05,2010-08-05,76.5,73.8,9999.9,5.6,12.3,20.0,27.0,93.0,71.1,0.02,999.9,0,374682
5,2010,08,06,2010-08-06,78.1,67.8,1003.6,8.5,6.8,15.0,18.1,88.0,69.8,0.0,999.9,0,443277
6,2010,08,07,2010-08-07,67.4,52.8,9999.9,10.0,6.8,16.9,22.9,86.0,50.0,0.0,999.9,0,431579
7,2010,08,08,2010-08-08,72.6,64.5,9999.9,10.0,9.6,15.9,23.9,87.1,62.6,0.0,999.9,0,380533
1,2010,08,09,2010-08-09,74.7,69.1,9999.9,8.9,9.0,15.9,21.0,93.0,66.2,0.0,999.9,0,399063
2,2010,08,10,2010-08-10,75.8,69.7,9999.9,7.6,7.1,14.0,20.0,91.9,68.0,0.0,999.9,0,439757
3,2010,08,11,2010-08-11,72.0,66.3,9999.9,7.5,7.1,15.0,15.9,89.1,68.0,0.0,999.9,1,460682
4,2010,08,12,2010-08-12,68.1,61.4,9999.9,10.0,5.1,14.0,16.9,78.8,59.0,0.0,999.9,0,468309
5,2010,08,13,2010-08-13,67.2,56.6,9999.9,10.0,7.5,13.0,18.1,80.1,59.0,0.09,999.9,0,464743
6,2010,08,14,2010-08-14,64.4,54.0,9999.9,10.0,5.0,11.1,15.9,81.0,48.2,0.0,999.9,0,422275
7,2010,08,15,2010-08-15,65.0,55.2,9999.9,10.0,5.0,13.0,18.1,77.0,50.0,0.0,999.9,0,390628
1,2010,08,16,2010-08-16,71.1,66.0,9999.9,8.9,8.8,19.0,22.9,84.9,64.9,0.22,999.9,0,400649
2,2010,08,17,2010-08-17,76.0,72.4,9999.9,7.2,10.5,16.9,23.9,89.1,73.0,0.05,999.9,0,439713
3,2010,08,18,2010-08-18,72.6,63.1,9999.9,8.7,4.1,9.9,999.9,84.9,66.2,0.0,999.9,1,447950
4,2010,08,19,2010-08-19,71.4,62.6,9999.9,10.0,3.6,9.9,14.0,90.0,60.8,0.0,999.9,0,471834
5,2010,08,20,2010-08-20,71.8,62.1,9999.9,10.0,6.5,12.0,15.0,90.0,66.0,0.0,999.9,0,459208
6,2010,08,21,2010-08-21,66.1,56.2,9999.9,10.0,4.6,9.9,15.9,82.9,55.4,0.0,999.9,0,413643
7,2010,08,22,2010-08-22,69.5,63.6,9999.9,8.6,7.0,16.9,23.9,79.0,64.4,0.04,999.9,1,378033
1,2010,08,23,2010-08-23,64.0,62.4,9999.9,4.6,16.9,27.0,39.0,73.4,59.0,2.01,999.9,1,386820
2,2010,08,24,2010-08-24,60.0,58.8,9999.9,1.5,17.5,27.0,37.9,70.0,57.2,0.69,999.9,1,411233
3,2010,08,25,2010-08-25,65.8,64.2,9999.9,3.9,10.6,15.9,21.0,70.0,62.6,0.71,999.9,1,450101
4,2010,08,26,2010-08-26,69.2,63.9,9999.9,10.0,8.2,14.0,21.0,82.0,62.6,0.31,999.9,0,448597
5,2010,08,27,2010-08-27,66.5,55.8,9999.9,10.0,6.5,12.0,15.9,79.0,57.2,0.0,999.9,0,449620
6,2010,08,28,2010-08-28,64.6,52.9,9999.9,10.0,4.9,11.1,15.9,82.9,53.6,0.0,999.9,0,415753
7,2010,08,29,2010-08-29,72.8,60.3,9999.9,10.0,5.3,12.0,999.9,93.0,60.8,0.0,999.9,0,382325
1,2010,08,30,2010-08-30,75.8,61.4,9999.9,10.0,5.8,11.1,19.0,91.9,66.2,0.0,999.9,0,374881
2,2010,08,31,2010-08-31,76.8,65.5,9999.9,10.0,5.2,8.9,14.0,95.0,64.9,0.0,999.9,0,425081
3,2010,09,01,2010-09-01,78.5,67.2,9999.9,8.6,4.5,14.0,999.9,95.0,68.0,0.0,999.9,0,450430
4,2010,09,02,2010-09-02,76.2,68.8,9999.9,7.7,9.2,21.0,26.0,93.0,68.0,0.0,999.9,0,460210
5,2010,09,03,2010-09-03,73.9,70.7,9999.9,7.8,8.3,15.9,22.9,84.0,66.9,0.0,999.9,0,442044
6,2010,09,04,2010-09-04,73.8,65.7,9999.9,7.6,16.8,28.0,34.0,80.1,68.0,0.0,999.9,0,396123
7,2010,09,05,2010-09-05,67.2,49.8,9999.9,10.0,12.9,23.9,32.1,75.9,57.2,0.0,999.9,0,358956
1,2010,09,06,2010-09-06,62.8,49.1,9999.9,10.0,4.1,12.0,15.0,79.0,48.2,0.0,999.9,0,313522
2,2010,09,07,2010-09-07,68.1,60.6,9999.9,10.0,9.8,18.1,23.9,88.0,60.8,0.0,999.9,0,425314
3,2010,09,08,2010-09-08,71.2,65.7,9999.9,9.3,13.3,20.0,27.0,89.1,68.0,0.0,999.9,0,459918
4,2010,09,09,2010-09-09,64.9,53.5,9999.9,10.0,8.6,14.0,22.0,71.6,57.2,0.0,999.9,0,466722
5,2010,09,10,2010-09-10,61.9,52.4,9999.9,10.0,6.5,12.0,16.9,73.0,57.2,0.0,999.9,0,445620
6,2010,09,11,2010-09-11,60.1,52.6,9999.9,9.8,7.0,15.9,22.0,78.1,51.8,0.0,999.9,0,487246
7,2010,09,12,2010-09-12,56.7,50.7,9999.9,9.7,5.8,12.0,17.1,66.9,48.2,0.0,999.9,0,446776
1,2010,09,13,2010-09-13,58.7,53.1,9999.9,9.7,4.0,8.9,999.9,75.0,53.6,0.16,999.9,0,443251
2,2010,09,14,2010-09-14,61.9,55.9,9999.9,9.6,5.4,15.0,21.0,75.2,50.0,0.12,999.9,0,478690
3,2010,09,15,2010-09-15,59.4,47.3,9999.9,9.9,7.2,15.9,20.0,72.0,50.0,0.0,999.9,0,500102
4,2010,09,16,2010-09-16,56.1,46.2,9999.9,9.7,5.7,15.0,21.0,72.0,44.6,0.0,999.9,1,480089
5,2010,09,17,2010-09-17,64.3,61.4,9999.9,6.5,11.4,25.1,35.9,71.6,57.2,0.51,999.9,0,512409
6,2010,09,18,2010-09-18,57.7,52.1,9999.9,9.5,4.9,9.9,999.9,69.1,46.4,0.05,999.9,0,487462
7,2010,09,19,2010-09-19,57.4,52.2,9999.9,9.4,3.0,11.1,999.9,81.0,44.6,0.0,999.9,1,849414
1,2010,09,20,2010-09-20,64.3,53.0,1015.3,8.9,7.1,22.0,28.0,73.0,55.0,0.0,999.9,1,611543
2,2010,09,21,2010-09-21,63.6,44.0,1021.2,10.0,3.7,20.0,999.9,73.9,54.0,0.0,999.9,0,647329
3,2010,09,22,2010-09-22,72.1,59.8,1017.2,10.0,5.6,16.9,999.9,86.0,62.1,0.0,999.9,0,678683
4,2010,09,23,2010-09-23,71.3,62.0,1020.7,8.3,4.3,14.0,17.1,81.0,66.0,0.12,999.9,0,679260
5,2010,09,24,2010-09-24,72.4,65.3,1018.6,6.1,2.5,12.0,999.9,84.0,55.9,0.0,999.9,1,725850
